createdDate,name,playerClass
2015-09-12 14:21:23.379,spare parts carry,Paladin
2015-09-12 16:34:10.123,budget mech,Mage
2015-09-12 16:42:57.042,Resident Sleeper with bash,Warrior
2015-09-12 17:29:28.425,Taunt totem shaman,Shaman
2015-09-12 20:05:36.353,secrets and lock n' load,Hunter
2015-09-12 20:21:36.844,RosoDPriest,Priest
2015-09-12 20:48:57.969,Inspired Handless Hunter,Hunter
2015-09-12 20:59:52.840,Handless Hybrid Hunter,Hunter
2015-09-12 21:04:19.555,Handless Hobo Jeeves,Hunter
2015-09-12 21:30:01.721,Anti-Meta Rogue,Rogue
2015-09-12 22:55:59.397,Viresture's Fatality Warrior,Warrior
2015-09-13 00:07:36.893,kial,Paladin
2015-09-13 02:09:51.255,S18 Zoo No Voidcaller,Warlock
2015-09-13 02:49:43.527,Midrange 1.9,Shaman
2015-09-13 03:41:46.904,PRESUMS,Priest
2015-09-13 05:07:05.411,very controlling paladin,Paladin
2015-09-13 05:53:36.052,Dragons Kappa,Warrior
2015-09-13 06:19:04.690,Pingu Party :: sprezT,Priest
2015-09-13 06:56:43.777,F2P Aggro Paladin,Paladin
2015-09-13 08:46:53.850,Caution! Monkeys witn mine,Warrior
2015-09-13 09:59:16.306,Dragon shaman mueh,Shaman
2015-09-13 14:27:44.768,Token Druid #CheapLegend,Druid
2015-09-13 14:56:20.184,Zoo DemonLock #CheapLegend,Warlock
2015-09-13 15:28:30.293,forsenPuke,Shaman
2015-09-13 16:37:51.870,Oil and Bilgewater,Rogue
2015-09-13 17:28:27.304,Early frost matchup,Mage
2015-09-13 18:47:40.696,TGT Midrange 1.1,Hunter
2015-09-13 19:32:21.564,Midrange ft. KT (To Be Tested),Priest
2015-09-13 19:53:16.747,Another Patron,Warrior
2015-09-13 20:33:44.236,A Hybrid Hunter,Hunter
2015-09-13 20:46:18.157,Mechssssssssssss,Mage
2015-09-13 22:09:18.481,",jhgf",Mage
2015-09-14 01:31:30.862,Beast Aviana,Druid
2015-09-14 01:33:34.162,Aviana Beastiality,Druid
2015-09-14 01:39:50.940,Fast Druid Combo,Druid
2015-09-14 01:41:08.108,Noodle Druid - WIP,Druid
2015-09-14 01:45:06.102,fast-pace druid,Druid
2015-09-14 01:48:04.120,Giant Demons,Warlock
2015-09-14 01:57:49.638,Beast Mode,Hunter
2015-09-14 01:59:22.528,Double Hyena Beast Mode,Hunter
2015-09-14 02:43:00.414,Imex Control Warrior,Warrior
2015-09-14 04:33:41.814,Mech Mage w/ Everything,Mage
2015-09-14 05:43:36.998,Evil Heckler Mage,Mage
2015-09-14 06:56:20.045,TGT Tempo Rogue,Rogue
2015-09-14 07:03:41.318,"Fire, blood and totems",Shaman
2015-09-14 07:31:12.693,Draw Priest,Priest
2015-09-14 13:53:49.066,Dragon Warrior thing,Warrior
2015-09-14 15:19:05.860,Midrange Mech Hunter,Hunter
2015-09-14 17:19:51.027,Spare Parts Mage,Mage
2015-09-14 20:11:19.997,dragon control mage,Mage
2015-09-14 20:36:51.010,mech control mage,Mage
2015-09-14 20:48:52.851,hand/demonlock,Warlock
2015-09-14 21:46:55.034,Donkey Kong Priest,Priest
2015-09-14 22:14:45.423,Banana Trees,Druid
2015-09-14 22:44:14.452,LnL Hunter 1.0,Hunter
2015-09-14 23:00:48.191,Aggressive Combo,Druid
2015-09-15 00:38:37.067,brotherman,Shaman
2015-09-15 02:16:06.819,Budget Zoolock,Warlock
2015-09-15 03:58:57.263,Malygos Consort,Paladin
2015-09-15 06:08:03.273,RAMPPP,Druid
2015-09-15 06:17:35.386,Priest bomber with Millhouse,Priest
2015-09-15 06:21:24.817,Priest bomber /w millhouse,Priest
2015-09-15 07:14:52.381,My free to play paladin,Paladin
2015-09-15 07:39:22.625,Dragon Control Shaman,Shaman
2015-09-15 12:06:43.699,Golden Christmas Tree Paladin,Paladin
2015-09-15 12:15:28.266,Techy Classic Handlock,Warlock
2015-09-15 13:54:34.283,Beast Hunter Revised,Hunter
2015-09-15 15:32:33.237,Tempo Mech Hybrid,Mage
2015-09-15 17:17:27.765,Rendrun's Secret Pally,Paladin
2015-09-15 21:16:22.906,Savagery TGT Inspire,Druid
2015-09-15 21:52:46.484,lock n load hunter,Hunter
2015-09-15 22:10:15.058,beast hunter 1.0,Hunter
2015-09-15 23:00:56.618,x),Priest
2015-09-16 00:36:25.430,Home Made Paladin,Paladin
2015-09-16 00:39:00.012,Remi Paladin,Paladin
2015-09-16 00:50:42.251,Control hunter test?,Hunter
2015-09-16 04:47:34.021,dragon priest for dummies,Priest
2015-09-16 04:48:02.194,bolster warrior,Warrior
2015-09-16 07:15:39.384,Secret paladin (vanbujhm),Paladin
2015-09-16 15:13:22.338,Dally,Paladin
2015-09-16 17:16:05.584,Budget Ramp Druid,Druid
2015-09-16 19:00:37.637,Vladisimir's dragon handlock,Warlock
2015-09-16 19:46:59.027,Druid Silence/Recombob,Druid
2015-09-16 21:10:21.636,FLOOD ROGUE CREATED BY MARVIN,Rogue
2015-09-16 21:18:06.989,"The Flood Is coming, The Factory Of Kevin Bacon,",Rogue
2015-09-17 00:30:35.084,"DSM Hunter (Dragon, Secret, Midranged)",Hunter
2015-09-17 01:22:33.791,Secret murloc,Paladin
2015-09-17 11:39:30.180,Mindo Blasto,Priest
2015-09-17 14:46:59.988,Oilgarchy,Rogue
2015-09-17 15:19:57.217,be$w4rl0ckc0mb0d3ckh$h$h$,Warlock
2015-09-17 15:37:11.983,Rogue_Oil,Rogue
2015-09-17 15:45:25.189,Tian's aggro hunter,Hunter
2015-09-17 15:56:00.368,Tian'S mech mage,Mage
2015-09-17 16:03:13.637,Unleash the Totemic Might,Shaman
2015-09-17 17:55:59.492,pnuts maly mage,Mage
2015-09-17 18:33:06.514,Oil Me Timbers,Rogue
2015-09-17 18:58:26.020,Tian's Spell Priest,Priest
2015-09-17 21:00:33.681,Sylvanas-Secret Hunter,Hunter
2015-09-17 21:31:13.725,Kibler's Dragon Priest - Post Patron,Priest
2015-09-17 21:34:12.767,Senfglas' Control Priest,Priest
2015-09-17 21:43:13.142,Tempo mage casino merlin,Mage
2015-09-17 23:12:49.258,mill druid - danielq,Druid
2015-09-17 23:41:29.410,Kolento control Shaman,Shaman
2015-09-17 23:45:35.830,Navi midrange Shaman,Shaman
2015-09-18 00:22:55.743,JAB Mid Hunter Sept. 16,Hunter
2015-09-18 02:09:23.932,Obitobi's Cheap Aggro Zoo Warlock,Warlock
2015-09-18 02:23:54.275,Deck#2,Priest
2015-09-18 02:46:46.950,Tempo Mage Meta Snapshot #40,Mage
2015-09-18 02:54:13.323,Fel Reaver Mech Mage,Mage
2015-09-18 03:20:00.861,Updated Mid-Range Paladin,Paladin
2015-09-18 03:59:01.186,Mid Dragon,Warrior
2015-09-18 04:09:38.020,Jordomax Control Paladin,Paladin
2015-09-18 04:27:32.276,Cross/Neirea Mid-Control Warrior,Warrior
2015-09-18 06:02:15.448,Timmahtim Valiant Oil Rogue,Rogue
2015-09-18 06:23:44.315,random druid thingy,Druid
2015-09-18 07:36:07.885,Secret Midrange Paladin,Paladin
2015-09-18 07:40:23.241,Tournament Midrange Secret,Paladin
2015-09-18 07:55:44.052,Rogue_Fatigue,Rogue
2015-09-18 09:45:39.853,Secret Paladins are annoying,Priest
2015-09-18 10:27:57.146,Monkey's Dragon priest,Priest
2015-09-18 14:32:42.588,Cross7224 Midrange Shaman,Shaman
2015-09-18 15:14:03.643,Mage Ind,Mage
2015-09-18 15:19:01.984,Inderen Magordomo,Mage
2015-09-18 18:16:42.671,ramp test deck,Druid
2015-09-18 18:19:48.017,midramp test,Druid
2015-09-18 18:23:02.554,Midramp test inc,Druid
2015-09-18 19:06:27.824,Vaneaz oil rogue,Rogue
2015-09-18 19:18:36.924,test1254557773,Hunter
2015-09-19 00:51:09.803,hybrid drood,Druid
2015-09-19 01:32:14.596,Legendary Midrange Secret Paladin,Paladin
2015-09-19 01:35:07.747,Gsus Legendary Midrange Secret Paladin,Paladin
2015-09-19 01:57:52.779,control_warrior_reybay,Warrior
2015-09-19 02:41:12.103,Reynad Rouge from Stream 9/18/15,Rogue
2015-09-19 02:45:03.213,Fun With Library Death,Rogue
2015-09-19 02:46:59.350,Giant Mage,Mage
2015-09-19 02:51:58.720,112122323445566,Mage
2015-09-19 03:56:19.048,Pontrol Caladin,Paladin
2015-09-19 04:14:13.753,konykawk,Warlock
2015-09-19 04:18:06.581,konykawk1,Warlock
2015-09-19 04:20:13.969,aggro palladin,Paladin
2015-09-19 04:26:55.988,Dangle Control Warrior,Warrior
2015-09-19 04:39:19.069,Arrrr,Rogue
2015-09-19 04:46:02.048,Slow Paladin~ PiNNyTV,Paladin
2015-09-19 04:51:51.755,Don't Stop me Now,Shaman
2015-09-19 04:56:26.160,xgrimreaperzz's secret pally,Paladin
2015-09-19 04:59:40.522,Dragon Control Paladin,Paladin
2015-09-19 05:04:33.633,Secret's Out,Hunter
2015-09-19 05:09:57.231,Dragon Control Mage [TGT],Mage
2015-09-19 05:10:22.020,Control Priest 1,Priest
2015-09-19 05:16:32.485,MyxMage,Mage
2015-09-19 05:33:56.262,Aimpim Selvagem,Druid
2015-09-19 05:37:19.309,Archiac's Dragon Soul Shaman,Shaman
2015-09-19 06:29:05.036,Outlast,Druid
2015-09-19 08:44:04.031,Dragon Priest trolololo,Priest
2015-09-19 08:48:33.107,Deck dragon GO article,Priest
2015-09-19 14:19:59.791,Vladisimir's tempo warrior,Warrior
2015-09-19 14:23:01.129,Reynad Rogue Deck 9/18/15,Rogue
2015-09-19 14:26:41.747,Reynad's Custom Shaman Deck 9/18/15,Shaman
2015-09-19 14:30:28.689,Reynad's Noodle Deck 9/18/15,Druid
2015-09-19 14:33:54.425,Reynad's Kaldi Deck 9/18/15,Hunter
2015-09-19 14:38:15.136,Combo Fluttershy,Druid
2015-09-19 16:09:28.325,TGT Zoo EmDee,Warlock
2015-09-19 16:27:13.562,Bezzy1,Priest
2015-09-19 16:42:28.700,"flood hand, flood board flood deck",Rogue
2015-09-19 16:48:33.811,"Full on cancer rogue, for forsen's use only",Rogue
2015-09-19 17:44:07.946,magnataur,Warrior
2015-09-19 17:54:06.506,arms magnataur,Warrior
2015-09-19 17:56:21.181,Tournament Standard Midrange,Paladin
2015-09-19 20:04:49.542,Control Worgen,Warrior
2015-09-19 20:20:05.420,Bezzy Dragon Paladin,Paladin
2015-09-19 22:17:04.774,CJ Mech Mage,Mage
2015-09-19 22:42:50.716,Fast Beast Deck NO TGT cards,Druid
2015-09-19 23:18:51.208,control mech mage,Mage
2015-09-19 23:21:13.260,control mech mage 19,Mage
2015-09-19 23:26:39.743,control mech mage 1990,Mage
2015-09-20 02:58:10.633,Hand Rogue?,Rogue
2015-09-20 08:13:33.342,Midrange Dragon Priest,Priest
2015-09-20 09:56:01.718,Mid Range ZooLock,Warlock
2015-09-20 11:08:51.239,Freeze Priest,Priest
2015-09-20 11:30:49.125,Vladisimir's ping mage,Mage
2015-09-20 12:33:27.572,Warrior_Patron,Warrior
2015-09-20 20:19:17.489,Grady,Hunter
2015-09-20 20:22:15.524,Secret Hunter for Grady,Hunter
2015-09-20 20:37:08.555,Grady's Frost Mage,Mage
2015-09-20 20:43:42.280,Legendary 1 Deck Build,Rogue
2015-09-20 21:08:05.442,Burn Shammy,Shaman
2015-09-20 21:15:22.464,TGT malylock (Pomme),Warlock
2015-09-20 21:46:19.944,weapon aggro,Rogue
2015-09-20 21:54:45.311,D shaman,Shaman
2015-09-20 22:07:58.939,Spriest,Priest
2015-09-20 22:10:08.051,reckless Spriest,Priest
2015-09-20 22:17:43.867,Tempo mage write up tim,Mage
2015-09-20 23:12:34.877,Rogue´s Back,Rogue
2015-09-20 23:17:31.371,legend druid,Druid
2015-09-20 23:32:00.851,MidrangePobre,Paladin
2015-09-21 01:10:10.390,So many TGT Cards Kappa,Rogue
2015-09-21 02:21:15.290,Secret Pali for Grady,Paladin
2015-09-21 02:46:26.574,DD Secret Pally lonus7,Paladin
2015-09-21 03:38:52.934,Niiiptune's Patron Warrior (Sept 2015),Warrior
2015-09-21 07:22:53.904,mageotk,Mage
2015-09-21 08:03:53.833,test ElegsLyze,Shaman
2015-09-21 15:17:50.777,Tempo mage with Sylvanas,Mage
2015-09-21 15:43:09.625,Vladisimir's Control/inspire Priest,Priest
2015-09-21 16:42:22.489,Hybrid Hobo,Paladin
2015-09-21 17:30:49.882,papaya's handlock,Warlock
2015-09-21 18:04:54.871,QUICK GAMES ONLY,Hunter
2015-09-21 18:45:17.542,Tempo Mage 1.0,Mage
2015-09-21 19:10:12.767,papaya's Freeze Mage,Mage
2015-09-22 18:23:35.422,Reynad's Rogue Deck 9/21/15,Rogue
2015-09-22 18:28:18.934,Reynad's Shaman Deck 9/21/15,Shaman
2015-09-22 18:42:52.534,Get to rank 5 Midrange/Tempo Hunter,Hunter
2015-09-22 18:52:35.451,Reynad's Demon Handlock Deck 9/21/15,Warlock
2015-09-22 18:54:35.445,Midrange/Tempo Hunter,Hunter
2015-09-22 19:21:59.926,4 dolan,Paladin
2015-09-22 21:05:33.901,Dragoons,Warlock
2015-09-22 22:11:45.312,[KatZe] Warrior Control,Warrior
2015-09-22 22:16:44.885,[KatZe] Mill Rogue,Rogue
2015-09-22 22:39:09.443,Voeffrey Hybrid Hunter,Hunter
2015-09-22 23:38:11.490,Hunter Midrange Forbidden,Hunter
2015-09-23 00:16:10.682,Canasian Secret Pally,Paladin
2015-09-23 02:23:21.465,Painlock,Warlock
2015-09-23 03:15:57.372,Boss Control,Shaman
2015-09-23 03:23:33.590,Gahz'Con,Hunter
2015-09-23 03:52:21.440,Puck Faladin,Druid
2015-09-23 03:54:26.135,Rejection,Shaman
2015-09-23 03:54:54.309,Fatigue Paladin (TGT),Paladin
2015-09-23 04:21:43.821,Lock and Load Control Hunter,Hunter
2015-09-23 04:53:55.571,Chevron Rogue,Rogue
2015-09-23 06:08:10.942,old malycool,Mage
2015-09-23 06:21:44.555,Fgt shaman,Shaman
2015-09-23 06:44:59.964,Noodle Druid,Druid
2015-09-23 09:08:15.348,Extremely cheap Paladin,Paladin
2015-09-23 09:14:42.329,TGT Juganog's Control Priest,Priest
2015-09-23 09:42:40.004,Baltiloco control priest,Priest
2015-09-23 13:58:38.371,Classic Combo Druid,Druid
2015-09-23 14:31:31.859,G6line deck,Mage
2015-09-23 15:46:57.877,Dragon Warrior in a Pally Meta,Warrior
2015-09-23 16:03:36.636,Burgle Control Mill,Rogue
2015-09-23 17:18:03.526,GROWL!!! Dragon Priest,Priest
2015-09-23 17:29:51.250,Reynad's Dragon Shaman 9/22/15,Shaman
2015-09-23 17:33:14.249,Reynad's Murloc Paladin Deck 9/22/15,Paladin
2015-09-23 17:38:14.487,Reynad's Control Warrior 9/22/15,Warrior
2015-09-23 18:24:30.381,Fatigue Druid Idea,Druid
2015-09-23 19:27:53.669,Boss Control 2.0,Shaman
2015-09-23 19:39:12.336,Exiliz Patron Warrior,Warrior
2015-09-23 19:48:24.562,Doom Warrior,Warrior
2015-09-23 20:01:41.187,93# Win rate Legendary Secret Palladin Deck,Paladin
2015-09-23 20:40:27.151,Malygos Giant Hunter,Hunter
2015-09-23 20:44:52.413,Control Priest 011,Priest
2015-09-23 21:14:47.207,Warlochila,Warlock
2015-09-23 22:00:23.329,Veelluminati's Zoo,Warlock
2015-09-23 22:13:21.323,concept,Shaman
2015-09-23 22:52:45.814,Midrange Secrets TDC,Paladin
2015-09-23 22:58:35.755,Midrange Druid TDC,Druid
2015-09-24 00:37:35.028,Midrange Elekk synergy,Hunter
2015-09-24 00:51:19.834,Control Paladin 4 (Test),Paladin
2015-09-24 01:27:08.306,Legend Control deck Priest,Priest
2015-09-24 02:12:44.615,MiniMan 350's Midrange Hunter,Hunter
2015-09-24 03:08:32.136,mistcaller murloc,Shaman
2015-09-24 04:02:57.294,Varian control,Warrior
2015-09-24 04:58:10.214,Aggro Pally,Paladin
2015-09-24 05:09:03.430,midrange paladin12,Paladin
2015-09-24 06:32:34.599,Cutpurse Rogue,Rogue
2015-09-24 06:48:58.567,Magic,Mage
2015-09-24 06:57:40.106,Budget Aggro Paladin,Paladin
2015-09-24 13:50:54.441,HJP OIL ROGUE,Rogue
2015-09-24 16:51:59.672,Patron TDC,Warrior
2015-09-24 16:56:18.318,ThorThunder TDC Hunter,Hunter
2015-09-24 16:58:00.040,Midrange Hunter TDC,Hunter
2015-09-24 17:07:11.130,TThunder Patron Warrior TDC,Warrior
2015-09-24 17:13:26.550,TThunder TDC zoolock,Warlock
2015-09-24 17:17:54.713,Irronman's Hybrid Pirate Rogue,Rogue
2015-09-24 18:35:36.964,Vladisimir's Midrange/Inspire Paladin,Paladin
2015-09-24 20:43:01.508,TGT dragon paladin,Paladin
2015-09-24 21:15:39.811,Strifecro Oil Rogue / edits see description,Rogue
2015-09-24 22:05:50.622,Vlps Regional Qualifier Hybrid Hunter,Hunter
2015-09-24 22:13:44.479,C4mlann's Face Hunter Sept,Hunter
2015-09-24 22:19:20.433,JAB's Midrange Hunter Sept. 24,Hunter
2015-09-24 22:29:38.869,xdf,Priest
2015-09-24 22:59:37.400,HK Token Druid,Druid
2015-09-25 00:26:55.875,jmort125 secret pally,Paladin
2015-09-25 01:41:03.441,Control Priest - Snapshot #37,Priest
2015-09-25 03:09:31.439,snapshot warlock,Warlock
2015-09-25 03:18:10.157,malylock snapshot #33,Warlock
2015-09-25 03:36:28.026,Substitute Zoo,Warlock
2015-09-25 04:42:22.066,le roguerino,Rogue
2015-09-25 04:50:21.104,You Are A Pirate/ Reinforcements Be Here,Rogue
2015-09-25 05:06:46.087,"MrYagut ""TGT"" Oil Rogue",Rogue
2015-09-25 06:53:22.161,Post TGT Mech Shaman,Shaman
2015-09-25 07:12:37.728,secondsides board control shaman,Shaman
2015-09-25 07:24:02.804,Dragon Shaman TGT,Shaman
2015-09-25 08:50:13.001,Inspire Warrior,Warrior
2015-09-25 11:17:14.046,ZooLockk,Warlock
2015-09-25 15:02:49.576,Mid Dor,Druid
2015-09-25 15:11:33.849,handlock123,Warlock
2015-09-25 15:18:50.204,control123,Priest
2015-09-25 16:53:02.888,Tempo Effigy Mage,Mage
2015-09-25 18:00:05.738,flamemech,Mage
2015-09-25 18:07:06.947,Flamemech mage,Mage
2015-09-25 18:14:03.584,Blake's Dragon Warrior,Warrior
2015-09-25 21:14:41.392,Lotso Tokens Paladin,Paladin
2015-09-25 21:29:43.881,SEMNEXO,Hunter
2015-09-25 23:33:27.598,what do you think,Rogue
2015-09-25 23:51:11.133,Standard druid stuffs,Druid
2015-09-26 01:31:58.004,[65% WINRATE!] RoyalPhoenix's DragonBreath Priest,Priest
2015-09-26 02:21:04.846,DOOF,Shaman
2015-09-26 02:45:15.248,astro,Druid
2015-09-26 03:50:25.309,Ian's Lame Weak Control Shaman,Shaman
2015-09-26 03:56:09.915,Ian's Lame Control Shaman,Shaman
2015-09-26 06:11:14.530,Control/Grinder Warrior,Warrior
2015-09-26 07:23:56.648,Hybrid Shaman,Shaman
2015-09-26 11:32:50.741,Mech Mage (Magpieman),Mage
2015-09-26 11:41:41.589,Vladisimir's handlock,Warlock
2015-09-26 12:46:16.415,ssfsfsdf,Paladin
2015-09-26 14:35:07.427,Lock And Load w/ Malygos,Hunter
2015-09-26 14:38:08.938,L.A.L. w/ Malygos,Hunter
2015-09-26 14:41:04.402,LockAndLoad Hunter With Malygos,Hunter
2015-09-26 16:13:44.801,priest drag,Priest
2015-09-26 16:16:02.520,priest dragon,Priest
2015-09-26 16:30:08.330,shmn totem,Shaman
2015-09-26 16:34:20.857,Totem Shaman test,Shaman
2015-09-26 18:36:40.213,Dragon Mally Pally,Paladin
2015-09-26 19:30:43.020,Mill w/ Combo,Druid
2015-09-26 19:34:10.036,Mill Druid w/ Combo,Druid
2015-09-26 19:47:32.100,dsfadasf,Druid
2015-09-26 20:05:56.510,Hobolster,Warrior
2015-09-26 21:13:16.345,Secret paladian,Paladin
2015-09-26 21:15:40.391,secret paladian for pyro,Paladin
2015-09-26 22:31:19.334,Control tetom,Shaman
2015-09-26 22:46:44.152,Circle of healing,Priest
2015-09-26 22:57:48.024,HandLock Raw,Warlock
2015-09-26 23:12:56.357,sadjk asdnjaskdnmak,Druid
2015-09-27 02:12:17.884,Albies Fatigue Warrior,Warrior
2015-09-27 03:18:13.816,midrange s18,Paladin
2015-09-27 07:04:58.508,Mechanic Mage (Ver.R),Mage
2015-09-27 07:12:02.473,Tempo Mage (Ver.R),Mage
2015-09-27 07:25:05.607,Midrange-Control Warrior,Warrior
2015-09-27 08:08:14.845,LekaSpear's Flood Paladin,Paladin
2015-09-27 10:48:53.904,Freeze Mage (Ver.R),Mage
2015-09-27 11:35:12.572,Tempo Freeze yo,Mage
2015-09-27 12:16:11.385,fatigue priesttttttytttt,Priest
2015-09-27 14:18:56.864,MeuBeastHunter,Hunter
2015-09-27 17:29:30.768,Aggressive Midrange Mech,Priest
2015-09-27 17:42:26.855,Aggro Mech Warrior,Warrior
2015-09-27 18:51:21.633,Experimental secret hunter,Hunter
2015-09-27 19:35:08.856,Dragon MidRange Mage,Mage
2015-09-27 20:27:02.623,Alexztrasa combo,Warrior
2015-09-27 20:49:30.473,windfury maly shaman,Shaman
2015-09-27 20:54:32.081,Vaneas's zoo lock,Warlock
2015-09-27 21:01:47.109,bomb axe control warrior,Warrior
2015-09-27 21:03:17.470,Vaneas bloodlust Shaman,Shaman
2015-09-27 21:08:15.999,patron Warrior Vaneas,Warrior
2015-09-27 21:12:16.883,Vaneas Dragon Priest,Priest
2015-09-27 21:14:33.096,Vaneas aggro Paladin,Paladin
2015-09-27 21:17:17.706,Vaneaz Hybrid Hunter,Hunter
2015-09-27 21:19:24.305,Vaneaz druid deck,Druid
2015-09-27 21:19:35.004,Divine Shield Pallyyyyyy,Paladin
2015-09-27 21:22:02.830,Vaneaz mage deck,Mage
2015-09-27 21:40:03.319,Control Face Hunter,Hunter
2015-09-27 21:46:27.500,Patron Priest,Priest
2015-09-27 22:16:17.487,New aggro Shaman,Shaman
2015-09-27 22:50:25.391,EU Legend Control Shaman,Shaman
2015-09-28 00:01:16.188,fast Beast Deck TGT,Druid
2015-09-28 00:32:32.962,Midrange Druid (w/o Combo),Druid
2015-09-28 00:32:53.834,Control Warrior 1.0,Warrior
2015-09-28 03:00:48.319,Gnimsh Druid,Druid
2015-09-28 03:36:12.565,Prophet Control,Priest
2015-09-28 03:39:03.663,Prophet's control,Priest
2015-09-28 04:11:14.349,Thijs Druid,Druid
2015-09-28 04:15:26.038,Anti-Patron Control Mage: liamistall,Mage
2015-09-28 04:26:35.189,Druid testing,Druid
2015-09-28 04:42:21.363,Smorclock,Warlock
2015-09-28 04:45:39.275,Splitbreed's... Split-druid.,Druid
2015-09-28 07:59:30.392,Basic Patron,Warrior
2015-09-28 10:36:40.905,Fun Hobgoblin Priest,Priest
2015-09-28 11:44:32.174,(Sc)Amaz's Mech Face,Warrior
2015-09-28 12:55:45.157,sticky mech paladin,Paladin
2015-09-28 16:20:08.733,Zeta dragons heal,Priest
2015-09-28 17:02:03.780,Cheapest Pure Mill Druid,Druid
2015-09-28 18:23:49.851,Magicman,Shaman
2015-09-28 18:42:41.257,Secret Pali,Paladin
2015-09-28 18:46:20.230,FAST FACE HUNTER,Hunter
2015-09-28 18:49:59.787,CASINO ROYALE MAGE,Mage
2015-09-28 18:53:30.678,Old Classic Token Druid,Druid
2015-09-28 19:00:18.618,OLD Handlock,Warlock
2015-09-28 19:03:10.336,classic mechmage,Mage
2015-09-28 19:49:34.290,CLASIC MECH MAGE,Mage
2015-09-28 20:06:58.975,Bluemaws Surprise Dragon,Priest
2015-09-28 21:08:54.575,kel'thuzad mech mage,Mage
2015-09-28 21:15:08.325,RogueZeka,Rogue
2015-09-28 22:52:03.527,Ogre Roguer,Rogue
2015-09-28 23:19:38.416,draw rogue,Rogue
2015-09-28 23:31:09.585,domo mage,Mage
2015-09-28 23:51:48.837,Gahz'rilla Hunterrrrrrrrrrrrrrrrr,Hunter
2015-09-29 00:41:11.576,Cheaper Mech Mage,Mage
2015-09-29 01:51:49.539,Control Warrior by Stark,Warrior
2015-09-29 01:55:41.470,Uh Oh,Rogue
2015-09-29 02:09:44.456,RDW,Shaman
2015-09-29 02:10:54.022,SmaShhhhh,Paladin
2015-09-29 02:38:48.050,Face Hunter FTW,Hunter
2015-09-29 03:38:32.181,da dwagin deck I be runnin,Warrior
2015-09-29 03:45:17.149,[Myth] Inspired Tempo Mage,Mage
2015-09-29 03:51:35.344,bxbbhz nzsdnf,Paladin
2015-09-29 03:54:54.086,Tempo Dragon,Mage
2015-09-29 04:03:06.301,dragons everywhere,Priest
2015-09-29 04:11:27.885,Haaaaaaandlock,Warlock
2015-09-29 04:17:18.351,Aviana Ramp,Druid
2015-09-29 04:21:03.219,Dragon/Inspire Mage,Mage
2015-09-29 04:42:30.177,F2P Mech Mage,Mage
2015-09-29 05:35:21.776,Stxrm's TGT Warrior,Warrior
2015-09-29 06:51:18.247,Cheap Aggro deck,Paladin
2015-09-29 06:55:01.296,Juggler Teacher,Mage
2015-09-29 11:35:29.461,Tempo warrior reborn,Warrior
2015-09-29 11:39:52.306,Face Hunter iruiex,Hunter
2015-09-29 15:40:43.311,Inner Fire Priest S18,Priest
2015-09-29 16:09:15.012,beast hunter.deck,Hunter
2015-09-29 16:11:18.411,priest?.deck,Priest
2015-09-29 16:17:11.661,TGT Reincarnate Shaman,Shaman
2015-09-29 19:40:30.148,Secret Hunter,Hunter
2015-09-29 21:02:35.061,F2P Mech magefs,Mage
2015-09-29 21:21:02.765,Dragon-Oil Rogue,Rogue
2015-09-29 21:52:54.579,MeuMidRangePali,Paladin
2015-09-29 22:04:28.128,Kaldi´s con,Hunter
2015-09-29 23:06:41.373,Reynad's Druid Deck 9/28/15,Druid
2015-09-29 23:09:22.752,Reynad's Shaman Deck 9/28/15,Shaman
2015-09-29 23:13:10.209,Reynad's Demon Combo 9/28/15,Warlock
2015-09-29 23:16:40.762,Reynad's Warrior Deck 9/28/15,Warrior
2015-09-29 23:20:34.596,Reynad's Inspire Tempo Mage Deck 9/28/15,Mage
2015-09-30 00:22:55.388,Aggratempo Mage,Mage
2015-09-30 00:34:31.924,"Control Warrior, (Furby version)",Warrior
2015-09-30 00:44:29.137,Midrange 4 Alan,Paladin
2015-09-30 01:50:30.761,full aggro gahz,Hunter
2015-09-30 03:17:32.177,Stabilizing Dragon Priest,Priest
2015-09-30 05:41:01.676,Cycle Combo,Priest
2015-09-30 05:43:37.322,Cycle Combo Control,Priest
2015-09-30 06:57:53.098,Hybrid Challenger,Paladin
2015-09-30 11:06:37.794,Custom Control Warrior by TempleTonne,Warrior
2015-09-30 12:03:35.582,Mech Warrior #CheapLegend,Warrior
2015-09-30 20:33:08.542,Budget Control Deck,Paladin
2015-09-30 20:35:41.906,Budget Control Paladin,Paladin
2015-09-30 21:12:28.097,savagery druid,Druid
2015-09-30 22:12:14.676,TGT DragonLock (vcT),Warlock
2015-09-30 22:18:12.698,Budget Malygos Deck (expansions),Priest
2015-09-30 23:05:16.664,TotemShaman (Mistcaller),Shaman
2015-10-01 01:42:58.849,Fireworks Mage,Mage
2015-10-01 02:47:45.117,therobo control warrior,Warrior
2015-10-01 03:15:32.297,Dragon Hunter,Hunter
2015-10-01 04:03:29.332,Tides's End of September CW,Warrior
2015-10-01 06:48:25.750,Aggro Tempo Mage,Mage
2015-10-01 10:03:03.849,Value Mage,Mage
2015-10-01 13:16:04.188,Legendary Control Shaman,Shaman
2015-10-01 14:15:48.328,WARRIOR_Worgen,Warrior
2015-10-01 14:34:27.860,Vladisimir's Control Hunter,Hunter
2015-10-01 14:57:50.265,wiRer Midrange Shaman,Shaman
